Symbol,Company Name,Industry,Market Cap
USLM,United States Lime & Minerals,Construction Materials,601686340
USM,United States Cellular,Wireless Telecommunication Services,2729510580
USNA,USANA Health Sciences,Personal Products,1336163273
USPH,U.S. Physical Therapy,Health Care Providers & Services,1191704796
USWS,U.S. Well Services,Oil & Gas Equipment & Services,71280864
USX,U.S. Xpress Enterprises,Road & Rail,147723199
UTAA,UTA Acquisition,Blank Check / SPAC,286062490
UTHR,United Therapeutics,Biotechnology,9928925463
UTI,Universal Technical Institute,Diversified Consumer Services,234012240
UTL,Unitil,Multi-Utilities,858059551
UTMD,Utah Medical Products,Health Care Equipment & Supplies,332043496
UTME,UTime,Consumer Electronics,14964698
UTRS,Minerva Surgical,Health Information Services,77565071
UTSI,UTStarcom Holdings,Communications Equipment,31620820
UTZ,Utz Brands,Food Products,1476127899
UUU,Universal Security Instruments,"Electronic Equipment, Instruments & C...",11101867
UUUU,Energy Fuels,"Oil, Gas & Consumable Fuels",1139153074
UVE,Universal Insurance Holdings,Insurance,394393452
UVSP,Univest Financial,Banks,743511414
UVV,Universal,Tobacco,1278581479
UWMC,UWM Holdings,Thrifts & Mortgage Finance,6573170949
UXIN,Uxin Limited,Internet & Direct Marketing Retail,287003946
V,Visa Inc.,IT Services,4.48853E+11
VABK,Virginia National Bankshares,Banks,174967936
VAC,Marriott Vacations Worldwide,"Hotels, Restaurants & Leisure",5823281373
VACC,Vaccitech,Biotechnology,182695198
VAL,Valaris,Oil & Gas Equipment & Services,3545417965
VALE,Vale S.A.,Metals & Mining,61155583719
VALN,Valneva SE,Biotechnology,1193460277
VALU,Value Line,Capital Markets,767459529
VAPO,Vapotherm,Health Care Equipment & Supplies,49122848
VAQC,Vector Acquisition II,Blank Check / SPAC,564897529
VATE,INNOVATE,Engineering & Construction,127857693
VAXX,Vaxxinity,Biotechnology,298608150
VBFC,Village Bank & Trust Financial,Banks,76568367
VBIV,VBI Vaccines,Biotechnology,264713418
VBLT,Vascular Biogenics,Biotechnology,16276186
VBNK,VersaBank,Banks-Regional,201143248
VBOC,Viscogliosi Brothers Acquisition,Blank Check / SPAC,95693427
VBTX,Veritex Holdings,Banks,1689745351
VC,Visteon,Auto Components,3490233831
VCEL,Vericel,Biotechnology,1421001390
VCKA,Vickers Vantage I,Blank Check / SPAC,237130010
VCNX,Vaccinex,Biotechnology,44583981
VCSA,Vacasa,Software-Application,1309426612
VCTR,Victory Capital Holdings,Capital Markets,1883596649
VCXA,10x Capital Venture Acquisition II,Blank Check / SPAC,271577678
VCXB,10x Capital Venture Acquisition III,Blank Check / SPAC,413587639
VCYT,Veracyte,Biotechnology,1945075191
VECO,Veeco Instruments,Semiconductors & Semiconductor Equipment,1111716798
VECT,VectivBio Holding AG,Biotechnology,246077150
VEDU,Visionary Education Technology Holdings Group,Education & Training Services,58482500
VEEE,"Twin Vee PowerCats, Co.",Recreational Vehicles,28350000
VEEV,Veeva Systems,Health Care Technology,35260211736
VEL,Velocity Financial,Thrifts & Mortgage Finance,390202033
VELO,Velocity Acquisition,Blank Check / SPAC,282900000
VENA,Venus Acquisition,Blank Check / SPAC,62315000
VEON,VEON Ltd.,Wireless Telecommunication Services,836203463
VERA,Vera Therapeutics,Biotechnology,472247313
VERB,Verb Technology Company,Software,58196703
VERI,Veritone,Software,337956223
VERO,Venus Concept,Medical Devices,36082759
VERU,Veru Inc.,Personal Products,973696167
VERV,Verve Therapeutics,Biotechnology,1594620912
VERX,Vertex,Software-Application,1873337717
VERY,Vericity,Insurance,106207492
VET,Vermilion Energy,"Oil, Gas & Consumable Fuels",3826483453
VEV,Vicinity Motor,Auto Manufacturers,60236399
VFC,VF Corporation,"Textiles, Apparel & Luxury Goods",17749650560
VFF,Village Farms International,Food Products,278481286
VGFC,The Very Good Food Company,Packaged Foods,29005300
VGR,Vector Group,Tobacco,1649315063
VGZ,Vista Gold,Metals & Mining,80207557
VHAQ,Viveon Health Acquisition,Blank Check / SPAC,104062783
VHC,VirnetX Holding,Software,142465784
VHI,Valhi,Chemicals,1153520764
VHNA,Vahanna Tech Edge Acquisition I,Blank Check / SPAC,251125499
VIA,Via Renewables,Utilities-Regulated Electric,292599639
VIAO,VIA optronics AG,Electronic Components,39417091
VIAV,Viavi Solutions,Communications Equipment,3445943859
VICI,VICI Properties,Equity Real Estate Investment Trusts ...,33351909204
VICR,Vicor,Electrical Equipment,3261178628
VIEW,"View, Inc.",Building Products & Equipment,502032147
VIGL,Vigil Neuroscience,Biotechnology,216665022
VII,7GC & Co. Holdings,Blank Check / SPAC,284050009
VINC,Vincerx Pharma,Biotechnology,31165246
VINE,Fresh Vine Wine,Beverages-Wineries & Distilleries,33890130
VINO,Gaucho Group Holdings,Real Estate-Diversified,5550289
VINP,Vinci Partners Investments,Asset Management,560881419
VIOT,Viomi Technology Co.,Household Durables,111060712
VIPS,Vipshop Holdings,Internet & Direct Marketing Retail,6550948335
VIR,Vir Biotechnology,Biotechnology,3952747210
VIRC,Virco Manufacturing,Commercial Services & Supplies,72620020
VIRI,Virios Therapeutics,Biotechnology,57871212
VIRT,Virtu Financial,Capital Markets,4231791218
VIRX,Viracta Therapeutics,Biotechnology,145454596
VISL,Vislink Technologies,Communications Equipment,30235399
VIST,Vista Oil & Gas,"Oil, Gas & Consumable Fuels",756075576
VITL,Vital Farms,Farm Products,560163572
VIV,Telefonica Brasil,Telecom Services,15020982617
VIVE,Viveve Medical,Health Care Equipment & Supplies,7660095
VIVO,Meridian Bioscience,Health Care Equipment & Supplies,1424520669
VJET,Voxeljet AG,Machinery,31191561
VKTX,Viking Therapeutics,Biotechnology,267259415
VLAT,Valor Latitude Acquisition,Blank Check / SPAC,282037500
VLCN,Volcon,Auto Manufacturers,44800549
VLD,Velo3D,Computer Hardware,713372935
VLDR,Velodyne Lidar,Scientific & Technical Instruments,267224719
VLGEA,Village Super Market,Food & Staples Retailing,329953203
VLN,Valens Semiconductor,Semiconductors,374133214
VLNS,Valens Company,Drug Manufacturers-Specialty & Generic,61765232
VLO,Valero Energy,"Oil, Gas & Consumable Fuels",42001139994
VLON,Vallon Pharmaceuticals,Biotechnology,4207222
VLRS,Controladora Vuela Compania de Aviacion,Airlines,1209402622
VLTA,Volta,Specialty Retail,441984689
VLY,Valley National Bancorp,Banks,5964555643
VMAR,Vision Marine Technologies,Leisure Products,46421980
VMC,Vulcan Materials Company,Construction Materials,22893526949
VMCA,Valuence Merger I,Blank Check / SPAC,252000000
VMD,Viemed Healthcare,Health Care Providers & Services,248552444
VMEO,Vimeo,Software-Application,1179655505
VMGA,VMG Consumer Acquisition,Blank Check / SPAC,287500000
VMI,Valmont Industries,Construction & Engineering,5815290159
VMW,VMware,Software,49207914113
VNCE,Vince Holding,"Textiles, Apparel & Luxury Goods",86673896
VNDA,Vanda Pharmaceuticals,Biotechnology,587673974
VNET,21Vianet Group,IT Services,759363094
VNO,Vornado Realty Trust,Equity Real Estate Investment Trusts ...,5801703736
VNOM,Viper Energy Partners LP,"Oil, Gas & Consumable Fuels",4868034266
VNRX,VolitionRX,Health Care Equipment & Supplies,114262465
VNT,Vontier,"Electronic Equipment, Instruments & C...",3919247849
VNTR,Venator Materials,Chemicals,195810000
VOC,VOC Energy Trust,"Oil, Gas & Consumable Fuels",117299993
VOD,Vodafone Group,Wireless Telecommunication Services,40797625283
VOR,Vor Biopharma,Biotechnology,189683917
VORB,Virgin Orbit Holdings,Aerospace & Defense,1327099098
VOXX,VOXX International,Household Durables,217825799
VOYA,Voya Financial,Diversified Financial Services,5977999634
VPCB,VPC Impact Acquisition Holdings II,Blank Check / SPAC,314935035
VPG,Vishay Precision Group,"Electronic Equipment, Instruments & C...",413410139
VQS,VIQ Solutions,Software-Application,34249659
VRA,Vera Bradley,"Textiles, Apparel & Luxury Goods",136686313
VRAR,The Glimpse Group,Software-Infrastructure,73291213
VRAX,Virax Biolabs Group,Biotechnology,109305101
VRAY,ViewRay,Health Care Equipment & Supplies,616339056
VRCA,Verrica Pharmaceuticals,Pharmaceuticals,138076176
VRDN,Viridian Therapeutics,Biotechnology,390704339
VRE,Veris Residential,REIT-Residential,1395489085
VREX,Varex Imaging,Health Care Equipment & Supplies,855854935
VRM,Vroom,Specialty Retail,334817315
VRME,VerifyMe,"Electronic Equipment, Instruments & C...",15579372
VRNA,Verona Pharma,Pharmaceuticals,412011600
VRNS,Varonis Systems,Software,3389556988
VRNT,Verint Systems,Software,3020392456
VRPX,Virpax Pharmaceuticals,Biotechnology,19797841
VRRM,Verra Mobility,IT Services,2487707997
VRSK,Verisk Analytics,Professional Services,31169117594
VRSN,VeriSign,IT Services,21193757045
VRT,Vertiv Holdings Co.,Electrical Equipment & Parts,4956164575
VRTS,Virtus Investment Partners,Capital Markets,1547687294
VRTV,Veritiv,Trading Companies & Distributors,1845677463
VRTX,Vertex Pharmaceuticals,Biotechnology,74736640000
VS,Versus Systems,Software-Application,9950566
VSAC,Vision Sensing Acquisition,Blank Check / SPAC,132408032
VSAT,ViaSat,Communications Equipment,2617869870
VSCO,Victoria's Secret & Co.,Apparel Retail,3249630938
VSEC,VSE Corporation,Commercial Services & Supplies,522651240
VSH,Vishay Intertechnology,"Electronic Equipment, Instruments & C...",2905511807
VST,Vistra,Independent Power and Renewable Elect...,10668162435
VSTA,Vasta Platform,Education & Training Services,434158400
VSTM,Verastem,Biotechnology,229224018
VSTO,Vista Outdoor,Leisure Products,1690815291
VTAQ,Ventoux CCM Acquisition,Blank Check / SPAC,218643750
VTEX,VTEX,Software-Application,876823100
VTGN,VistaGen Therapeutics,Biotechnology,33393183
VTIQ,VectoIQ Acquisition II,Blank Check / SPAC,432765740
VTNR,Vertex Energy,"Oil, Gas & Consumable Fuels",1065556158
VTOL,Bristow Group,Oil & Gas Equipment & Services,790676317
VTR,Ventas,Equity Real Estate Investment Trusts ...,19777551938
VTRS,Viatris,Pharmaceuticals,12286963881
VTRU,Vitru,Education & Training Services,465873527
VTSI,VirTra,Aerospace & Defense,54058188
VTVT,vTv Therapeutics,Biotechnology,98594471
VTYX,Ventyx Biosciences,Biotechnology,845131952
VUZI,Vuzix,Household Durables,550727326
VVI,Viad Corp,Commercial Services & Supplies,771323876
VVNT,Vivint Smart Home,Security & Protection Services,1132992780
VVOS,Vivos Therapeutics,Medical Devices,30698138
VVPR,VivoPower International,Independent Power and Renewable Elect...,25635777
VVV,Valvoline,Chemicals,5144576346
VVX,"V2X, Inc.",Aerospace & Defense,947221192
VWE,Vintage Wine Estates,Beverages-Wineries & Distilleries,417478038
VXRT,Vaxart,Biotechnology,532969881
VYGG,Vy Global Growth,Blank Check / SPAC,714796855
VYGR,Voyager Therapeutics,Biotechnology,248117592
VYNE,VYNE Therapeutics,Biotechnology,23642285
VYNT,Vyant Bio,Biotechnology,24706752
VZ,Verizon Communications,Diversified Telecommunication Services,1.8716E+11
VZIO,VIZIO Holding,Household Durables,2043698284
VZLA,Vizsla Silver,Other Industrial Metals & Mining,186804790
W,Wayfair,Internet & Direct Marketing Retail,7516835929
WAB,Westinghouse Air Brake Technologies,Machinery,17042885253
WABC,Westamerica Bancorporation,Banks,1580140058
WAFD,Washington Federal,Thrifts & Mortgage Finance,2240296868
WAFU,Wah Fu Education Group,Diversified Consumer Services,12432224
WAL,Western Alliance Bancorporation,Banks,8388451987
WALD,Waldencast,Software-Application,809426647
WARR,Warrior Technologies Acquisition Company,Blank Check / SPAC,344655000
WASH,Washington Trust Bancorp,Banks,916593318
WAT,Waters,Life Sciences Tools & Services,19919210695
WATT,Energous,Electrical Equipment,106350799
WAVC,Waverley Capital Acquisition 1,Blank Check / SPAC,260261752
WAVD,WaveDancer,Information Technology Services,25859548
WAVE,Eco Wave Power Global AB (publ),Software,26947692
WAVS,Western Acquisition Ventures,Blank Check / SPAC,146919940
WB,Weibo,Interactive Media & Services,4584571346
WBA,Walgreens Boots Alliance,Food & Staples Retailing,34103580588
WBD,Warner Bros. Discovery,Entertainment,34544602597
WBEV,"Winc, Inc.",Beverages-Wineries & Distilleries,21709614
WBS,Webster Financial,Banks,8163020891
WBX,Wallbox,Electronic Components,1809906418
WCC,WESCO International,Trading Companies & Distributors,6776885412
WCN,Waste Connections,Commercial Services & Supplies,35743360014
WD,Walker & Dunlop,Thrifts & Mortgage Finance,3622787260
WDAY,Workday,Software,42435780501
WDC,Western Digital,"Technology Hardware, Storage & Periph...",15019537327
WDFC,WD-40 Company,Household Products,2552275746
WDH,Waterdrop,Insurance-Diversified,499497343
WDS,Woodside Energy Group,Oil & Gas E&P,42209358949
WE,WeWork,Real Estate Management & Development,3959436779
WEAV,Weave Communications,Software-Application,335130143
WEBR,Weber,"Furnishings, Fixtures & Appliances",2159585989
WEC,WEC Energy Group,Multi-Utilities,32660141038
WEJO,Wejo Group,Software-Infrastructure,164245851
WEL,Integrated Wellness Acquisition,Blank Check / SPAC,144181239
WELL,Welltower,Equity Real Estate Investment Trusts ...,37157282518
WEN,The Wendy's Company,"Hotels, Restaurants & Leisure",4534537945
WERN,Werner Enterprises,Road & Rail,2678040661
WES,Western Midstream Partners LP,"Oil, Gas & Consumable Fuels",10240925238
WETF,WisdomTree Investments,Capital Markets,783496776
WEX,WEX Inc.,IT Services,7391210244
WEYS,Weyco Group,Distributors,265841513
WF,Woori Financial Group,Banks,6712694760
WFC,Wells Fargo & Company,Banks,1.64391E+11
WFCF,Where Food Comes From,Software,68876575
WFG,West Fraser Timber Company,Paper & Forest Products,7938983639
WFRD,Weatherford International,Oil & Gas Equipment & Services,1528366134
WGO,Winnebago Industries,Automobiles,2008758040
WH,Wyndham Hotels & Resorts,"Hotels, Restaurants & Leisure",6212594286
WHD,Cactus,Energy Equipment & Services,2982767875
WHF,WhiteHorse Finance,Capital Markets,332353072
WHG,Westwood Holdings Group,Capital Markets,104650806
WHLM,Wilhelmina International,Commercial Services & Supplies,24600511
WHLR,Wheeler Real Estate Investment Trust,Equity Real Estate Investment Trusts ...,22946490
WHR,Whirlpool,Household Durables,9017820064
WILC,G. Willi-Food International,Food & Staples Retailing,210778400
WIMI,WiMi Hologram Cloud,Advertising Agencies,164311663
WINA,Winmark,Specialty Retail,782935947
WING,Wingstop,"Hotels, Restaurants & Leisure",4040837152
WINT,Windtree Therapeutics,Biotechnology,11468417
WINV,WinVest Acquisition,Blank Check / SPAC,143462500
WIRE,Encore Wire,Electrical Equipment,2344989693
WISA,Summit Wireless Technologies,Semiconductors & Semiconductor Equipment,11640162
WISH,ContextLogic,Internet & Direct Marketing Retail,1203649974
WIT,Wipro,IT Services,29982076002
WIX,Wix.com,IT Services,4120657459
WK,Workiva,Software,3765174185
WKEY,WISeKey International Holding AG,Software,24825402
WKHS,Workhorse Group,Auto Components,721087920
WKME,WalkMe,Software-Application,945626582
WKSP,Worksport,Auto Parts,35957112
WLDN,Willdan Group,Professional Services,371870071
WLFC,Willis Lease Finance,Trading Companies & Distributors,241492172
WLK,Westlake Chemical,Chemicals,12332880601
WLKP,Westlake Chemical Partners LP,Chemicals,894093565
WLMS,Williams Industrial Services Group,Construction & Engineering,36971934
WLY,John Wiley & Sons,Publishing,2906877715
WLYB,John Wiley & Sons,Publishing,2892928233
WM,Waste Management,Commercial Services & Supplies,69928185833
WMB,The Williams Companies,"Oil, Gas & Consumable Fuels",39437722770
WMC,Western Asset Mortgage Capital,Mortgage Real Estate Investment Trust...,94293600
WMG,Warner Music Group,Entertainment,16310416034
WMK,Weis Markets,Food & Staples Retailing,2205130832
WMPN,William Penn Bancorporation,Thrifts & Mortgage Finance,169577880
WMS,Advanced Drainage Systems,Building Products,12026467088
WMT,Walmart,Food & Staples Retailing,3.4899E+11
WNC,Wabash National,Machinery,863226112
WNEB,Western New England Bancorp,Thrifts & Mortgage Finance,201407690
WNNR,Andretti Acquisition,Blank Check / SPAC,290662489
WNS,WNS (Holdings),IT Services,4228447257
WNW,Wunong Net Technology Company,Internet Retail,24034254
WOLF,Wolfspeed,Semiconductors,10774790162
WOOF,Petco Health And Wellness Company,Specialty Retail,4289170975
WOR,Worthington Industries,Metals & Mining,2574747561
WORX,SCWorx,Health Care Technology,9286063
WOW,WideOpenWest,Media,1727909844
WPC,WP Carey,Equity Real Estate Investment Trusts ...,17642613491
WPCA,Warburg Pincus Capital Corporation I-A,Blank Check / SPAC,351442774
WPCB,Warburg Pincus Capital Corporation I-B,Blank Check / SPAC,675648959
WPM,Wheaton Precious Metals,Metals & Mining,15610885834
WPP,WPP plc,Media,11808243473
WPRT,Westport Fuel Systems,Machinery,262064507
WQGA,World Quantum Growth Acquisition,Blank Check / SPAC,254173195
WRAC,Williams Rowland Acquisition,Blank Check / SPAC,288937500
WRAP,Wrap Technologies,"Electronic Equipment, Instruments & C...",77966477
WRB,W.R. Berkley,Insurance,16477431463
WRBY,Warby Parker,Medical Instruments & Supplies,1544259110
WRE,Washington Real Estate Investment Trust,Equity Real Estate Investment Trusts ...,1819717926
WRK,WestRock Company,Containers & Packaging,10443835451
WRLD,World Acceptance,Consumer Finance,799409914
WRN,Western Copper & Gold,Metals & Mining,221216285
WSBC,WesBanco,Banks,2029952864
WSBF,Waterstone Financial,Thrifts & Mortgage Finance,408656664
WSC,WillScot Mobile Mini Holdings,Construction & Engineering,8933202477
WSFS,WSFS Financial,Thrifts & Mortgage Finance,3067118896
WSM,Williams-Sonoma,Specialty Retail,10542399345
WSO,Watsco,Trading Companies & Distributors,10883040417
WSR,Whitestone REIT,Equity Real Estate Investment Trusts ...,530938214
WST,West Pharmaceutical Services,Health Care Equipment & Supplies,25278136682
WSTG,Wayside Technology Group,"Electronic Equipment, Instruments & C...",140952712
WTBA,West Bancorporation,Banks,406857780
WTER,The Alkaline Water Company,Beverages,68489334
